symbol,slice_label,left_context,right_context,event_family_overlap_pct,event_atom_overlap_pct,bucket_overlap_pct,shared_event_families,shared_event_atoms,shared_bucket_count,union_bucket_count,event_count_correlation,rank_score_correlation,left_total_events,right_total_events,left_total_event_share,right_total_event_share
BTCUSDT,full_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9998168383507136,0.11204563457386861,92748,27774,0.7695524468561756,0.23044755314382437
BTCUSDT,h1_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9998168383507136,0.11204563457386861,92748,27774,0.7695524468561756,0.23044755314382437
BTCUSDT,h2_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9998168383507136,0.11204563457386861,92748,27774,0.7695524468561756,0.23044755314382437
ETHUSDT,full_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9999548950342202,-0.18879045606830652,46800,16564,0.7385897354964964,0.2614102645035036
ETHUSDT,h1_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9999548950342202,-0.18879045606830652,46800,16564,0.7385897354964964,0.2614102645035036
ETHUSDT,h2_2024,positive_funding,bullish_trend,1.0,1.0,1.0,"['funding', 'volatility']","['FUNDING_EXTREME_ONSET', 'FUNDING_PERSISTENCE_TRIGGER', 'VOL_SHOCK']",18,18,0.9999548950342202,-0.18879045606830652,46800,16564,0.7385897354964964,0.2614102645035036
